T_max,T_min,t_p,t_start,t_ramp,setback,const_temp,sim_id,file_name
21,15.5,-1.5,4.48333333333333,0.5,True,-1,1524,./2004/electric_1524.idf
21,16,-1,4.98333333333333,0,True,-1,1525,./2004/electric_1525.idf
-1,-1,-1,-1,-1,False,21,1526,./2004/electric_1526.idf
20.5,15.5,-0.5,5.48333333333333,0,True,-1,1527,./2004/electric_1527.idf
-1,-1,-1,-1,-1,False,19.5,1528,./2004/electric_1528.idf
21,15.5,-0.25,5.73333333333333,0,True,-1,1529,./2004/electric_1529.idf
22,15,-0.25,5.73333333333333,0.75,True,-1,1530,./2004/electric_1530.idf
20.5,16,0,5.98333333333333,0,True,-1,1531,./2004/electric_1531.idf
21,16,-0.5,5.48333333333333,0.75,True,-1,1532,./2004/electric_1532.idf
22,15.5,-1,4.98333333333333,0.75,True,-1,1533,./2004/electric_1533.idf
21.5,15.5,-0.25,5.73333333333333,0.5,True,-1,1534,./2004/electric_1534.idf
22,15,-2.75,3.23333333333333,0.25,True,-1,1535,./2004/electric_1535.idf
21.5,15,0,5.98333333333333,0.25,True,-1,1536,./2004/electric_1536.idf
21,16,-0.75,5.23333333333333,0,True,-1,1537,./2004/electric_1537.idf
22,15.5,-1.25,4.73333333333333,0.5,True,-1,1538,./2004/electric_1538.idf
21.5,15.5,-2.75,3.23333333333333,0,True,-1,1539,./2004/electric_1539.idf
21,16,-1.75,4.23333333333333,0,True,-1,1540,./2004/electric_1540.idf
21,15.5,-0.5,5.48333333333333,0,True,-1,1541,./2004/electric_1541.idf
21.5,15,-1,4.98333333333333,0.75,True,-1,1542,./2004/electric_1542.idf
22,15.5,-1.75,4.23333333333333,0,True,-1,1543,./2004/electric_1543.idf
21.5,15.5,-1,4.98333333333333,0.25,True,-1,1544,./2004/electric_1544.idf
21,16,-2.25,3.73333333333333,0,True,-1,1545,./2004/electric_1545.idf
21,15.5,-0.75,5.23333333333333,0.25,True,-1,1546,./2004/electric_1546.idf
21,16.5,-1.5,4.48333333333333,0,True,-1,1547,./2004/electric_1547.idf
20.5,15.5,-2.25,3.73333333333333,0.5,True,-1,1548,./2004/electric_1548.idf
21.5,15.5,-0.75,5.23333333333333,0,True,-1,1549,./2004/electric_1549.idf
20.5,14.5,-1.25,4.73333333333333,0,True,-1,1550,./2004/electric_1550.idf
-1,-1,-1,-1,-1,False,20,1551,./2004/electric_1551.idf
21,15.5,-1.25,4.73333333333333,0,True,-1,1552,./2004/electric_1552.idf
21,16,-1.5,4.48333333333333,0,True,-1,1553,./2004/electric_1553.idf
20.5,16.5,0,5.98333333333333,0.75,True,-1,1554,./2004/electric_1554.idf
21,15.5,-1.5,4.48333333333333,0.5,True,-1,1555,./2004/electric_1555.idf
-1,-1,-1,-1,-1,False,20.5,1556,./2004/electric_1556.idf
-1,-1,-1,-1,-1,False,22,1557,./2004/electric_1557.idf
20.5,16.5,-5,0.983333333333333,0.25,True,-1,1558,./2004/electric_1558.idf
21,15,0,5.98333333333333,0,True,-1,1559,./2004/electric_1559.idf
22,15.5,-0.5,5.48333333333333,0,True,-1,1560,./2004/electric_1560.idf
21,15.5,-1,4.98333333333333,0,True,-1,1561,./2004/electric_1561.idf
22,16,0,5.98333333333333,0.25,True,-1,1562,./2004/electric_1562.idf
21.5,15,-0.75,5.23333333333333,0.75,True,-1,1563,./2004/electric_1563.idf
-1,-1,-1,-1,-1,False,21.5,1564,./2004/electric_1564.idf
20.5,16,-1.25,4.73333333333333,0,True,-1,1565,./2004/electric_1565.idf
20.5,15.5,-0.25,5.73333333333333,0,True,-1,1566,./2004/electric_1566.idf
20.5,15.5,-0.75,5.23333333333333,0,True,-1,1567,./2004/electric_1567.idf
21,15.5,0,5.98333333333333,0.25,True,-1,1568,./2004/electric_1568.idf
21.5,16,-1.5,4.48333333333333,0,True,-1,1569,./2004/electric_1569.idf
-1,-1,-1,-1,-1,False,20.5,1570,./2004/electric_1570.idf
21,15,-0.5,5.48333333333333,0.75,True,-1,1571,./2004/electric_1571.idf
21,15.5,-1.25,4.73333333333333,0,True,-1,1572,./2004/electric_1572.idf
-1,-1,-1,-1,-1,False,21,1573,./2004/electric_1573.idf
22,16,-0.5,5.48333333333333,1.25,True,-1,1574,./2004/electric_1574.idf
21,16,-0.25,5.73333333333333,0.25,True,-1,1575,./2004/electric_1575.idf
20.5,15,-1,4.98333333333333,0,True,-1,1576,./2004/electric_1576.idf
21.5,15.5,-0.25,5.73333333333333,1.25,True,-1,1577,./2004/electric_1577.idf
-1,-1,-1,-1,-1,False,21.5,1578,./2004/electric_1578.idf
-1,-1,-1,-1,-1,False,24.5,1579,./2004/electric_1579.idf
-1,-1,-1,-1,-1,False,22,1580,./2004/electric_1580.idf
-1,-1,-1,-1,-1,False,21,1581,./2004/electric_1581.idf
21,15.5,0,5.98333333333333,0,True,-1,1582,./2004/electric_1582.idf
20.5,15,-2.75,3.23333333333333,0.5,True,-1,1583,./2004/electric_1583.idf
-1,-1,-1,-1,-1,False,21,1584,./2004/electric_1584.idf
21.5,15.5,0,5.98333333333333,0.75,True,-1,1585,./2004/electric_1585.idf
-1,-1,-1,-1,-1,False,20.5,1586,./2004/electric_1586.idf
21.5,16,0,5.98333333333333,0,True,-1,1587,./2004/electric_1587.idf
-1,-1,-1,-1,-1,False,20.5,1588,./2004/electric_1588.idf
21,15.5,-0.5,5.48333333333333,0,True,-1,1589,./2004/electric_1589.idf
20.5,15.5,0,5.98333333333333,0.25,True,-1,1590,./2004/electric_1590.idf
21.5,15.5,-1.5,4.48333333333333,0,True,-1,1591,./2004/electric_1591.idf
21.5,16,-1.25,4.73333333333333,0,True,-1,1592,./2004/electric_1592.idf
-1,-1,-1,-1,-1,False,21,1593,./2004/electric_1593.idf
20.5,15.5,-1,4.98333333333333,0.75,True,-1,1594,./2004/electric_1594.idf
-1,-1,-1,-1,-1,False,21.5,1595,./2004/electric_1595.idf
20.5,16,0,5.98333333333333,0.25,True,-1,1596,./2004/electric_1596.idf
-1,-1,-1,-1,-1,False,21,1597,./2004/electric_1597.idf
21,15,0,5.98333333333333,0.25,True,-1,1598,./2004/electric_1598.idf
20.5,15.5,-0.75,5.23333333333333,0,True,-1,1599,./2004/electric_1599.idf
20.5,16,-0.75,5.23333333333333,0.5,True,-1,1600,./2004/electric_1600.idf
21,15,-1,4.98333333333333,0,True,-1,1601,./2004/electric_1601.idf
21,16.5,-0.5,5.48333333333333,0,True,-1,1602,./2004/electric_1602.idf
21,16,-0.5,5.48333333333333,0.5,True,-1,1603,./2004/electric_1603.idf
21.5,15,0,5.98333333333333,0.75,True,-1,1604,./2004/electric_1604.idf
-1,-1,-1,-1,-1,False,22,1605,./2004/electric_1605.idf
21.5,16.5,0,5.98333333333333,0.25,True,-1,1606,./2004/electric_1606.idf
21,15.5,-0.25,5.73333333333333,1,True,-1,1607,./2004/electric_1607.idf
-1,-1,-1,-1,-1,False,20,1608,./2004/electric_1608.idf
-1,-1,-1,-1,-1,False,18,1609,./2004/electric_1609.idf
20.5,15,0,5.98333333333333,0,True,-1,1610,./2004/electric_1610.idf
20,15,-0.25,5.73333333333333,0.75,True,-1,1611,./2004/electric_1611.idf
21,15.5,-0.25,5.73333333333333,0,True,-1,1612,./2004/electric_1612.idf
21.5,15.5,-1.5,4.48333333333333,0,True,-1,1613,./2004/electric_1613.idf
21.5,14.5,-0.75,5.23333333333333,0.25,True,-1,1614,./2004/electric_1614.idf
21,14.5,0,5.98333333333333,0,True,-1,1615,./2004/electric_1615.idf
21.5,16,-0.25,5.73333333333333,0,True,-1,1616,./2004/electric_1616.idf
21,15.5,-1.75,4.23333333333333,0,True,-1,1617,./2004/electric_1617.idf
20.5,15.5,-1.5,4.48333333333333,0.25,True,-1,1618,./2004/electric_1618.idf
-1,-1,-1,-1,-1,False,19,1619,./2004/electric_1619.idf
22,15,-0.75,5.23333333333333,0.5,True,-1,1620,./2004/electric_1620.idf
21,16.5,0,5.98333333333333,1,True,-1,1621,./2004/electric_1621.idf
20.5,15.5,-1.25,4.73333333333333,0.75,True,-1,1622,./2004/electric_1622.idf
19.5,16.5,0,5.98333333333333,0,True,-1,1623,./2004/electric_1623.idf
-1,-1,-1,-1,-1,False,19.5,1624,./2004/electric_1624.idf
21.5,15.5,-0.75,5.23333333333333,0.25,True,-1,1625,./2004/electric_1625.idf
20.5,15.5,-0.25,5.73333333333333,0.75,True,-1,1626,./2004/electric_1626.idf
-1,-1,-1,-1,-1,False,20.5,1627,./2004/electric_1627.idf
20.5,15,-1.25,4.73333333333333,0,True,-1,1628,./2004/electric_1628.idf
-1,-1,-1,-1,-1,False,20.5,1629,./2004/electric_1629.idf
21,15.5,-0.25,5.73333333333333,0,True,-1,1630,./2004/electric_1630.idf
21.5,16.5,-5,0.983333333333333,0,True,-1,1631,./2004/electric_1631.idf
-1,-1,-1,-1,-1,False,21.5,1632,./2004/electric_1632.idf
20,15.5,-0.25,5.73333333333333,1,True,-1,1633,./2004/electric_1633.idf
-1,-1,-1,-1,-1,False,19.5,1634,./2004/electric_1634.idf
20.5,15.5,-0.25,5.73333333333333,1.25,True,-1,1635,./2004/electric_1635.idf
21,16,-2,3.98333333333333,1,True,-1,1636,./2004/electric_1636.idf
21.5,15.5,-2.25,3.73333333333333,0,True,-1,1637,./2004/electric_1637.idf
-1,-1,-1,-1,-1,False,21,1638,./2004/electric_1638.idf
-1,-1,-1,-1,-1,False,21.5,1639,./2004/electric_1639.idf
-1,-1,-1,-1,-1,False,20,1640,./2004/electric_1640.idf
21,15,-3.5,2.48333333333333,0.5,True,-1,1641,./2004/electric_1641.idf
21,15,-1.75,4.23333333333333,0.25,True,-1,1642,./2004/electric_1642.idf
20.5,15.5,-0.75,5.23333333333333,0,True,-1,1643,./2004/electric_1643.idf
20,15.5,0,5.98333333333333,0.25,True,-1,1644,./2004/electric_1644.idf
21,15.5,-0.5,5.48333333333333,1,True,-1,1645,./2004/electric_1645.idf
21.5,16.5,-1,4.98333333333333,0,True,-1,1646,./2004/electric_1646.idf
-1,-1,-1,-1,-1,False,19,1647,./2004/electric_1647.idf
20,15.5,-0.25,5.73333333333333,1,True,-1,1648,./2004/electric_1648.idf
20.5,16,-3.75,2.23333333333333,0,True,-1,1649,./2004/electric_1649.idf
21,15.5,-2.25,3.73333333333333,1,True,-1,1650,./2004/electric_1650.idf
21.5,15.5,-0.25,5.73333333333333,0.5,True,-1,1651,./2004/electric_1651.idf
-1,-1,-1,-1,-1,False,21.5,1652,./2004/electric_1652.idf
20.5,16,-0.75,5.23333333333333,0.25,True,-1,1653,./2004/electric_1653.idf
-1,-1,-1,-1,-1,False,24,1654,./2004/electric_1654.idf
-1,-1,-1,-1,-1,False,22.5,1655,./2004/electric_1655.idf
20.5,15,-0.75,5.23333333333333,0,True,-1,1656,./2004/electric_1656.idf
21,16.5,-0.5,5.48333333333333,0.5,True,-1,1657,./2004/electric_1657.idf
21,16,-0.75,5.23333333333333,0,True,-1,1658,./2004/electric_1658.idf
21,15.5,0,5.98333333333333,0,True,-1,1659,./2004/electric_1659.idf
21.5,15.5,-0.5,5.48333333333333,0.25,True,-1,1660,./2004/electric_1660.idf
-1,-1,-1,-1,-1,False,23,1661,./2004/electric_1661.idf
22,15,-0.5,5.48333333333333,0.5,True,-1,1662,./2004/electric_1662.idf
21.5,14.5,0,5.98333333333333,0,True,-1,1663,./2004/electric_1663.idf
-1,-1,-1,-1,-1,False,22,1664,./2004/electric_1664.idf
-1,-1,-1,-1,-1,False,24.5,1665,./2004/electric_1665.idf
-1,-1,-1,-1,-1,False,20,1666,./2004/electric_1666.idf
21.5,15,-0.75,5.23333333333333,0.5,True,-1,1667,./2004/electric_1667.idf
-1,-1,-1,-1,-1,False,22.5,1668,./2004/electric_1668.idf
22,15,-1.25,4.73333333333333,0,True,-1,1669,./2004/electric_1669.idf
21,16.5,-0.5,5.48333333333333,2.25,True,-1,1670,./2004/electric_1670.idf
21,16,-0.25,5.73333333333333,0.5,True,-1,1671,./2004/electric_1671.idf
-1,-1,-1,-1,-1,False,19,1672,./2004/electric_1672.idf
20,15,-0.5,5.48333333333333,0.5,True,-1,1673,./2004/electric_1673.idf
22,15,-2.25,3.73333333333333,0.25,True,-1,1674,./2004/electric_1674.idf
21,16,-3.25,2.73333333333333,0.25,True,-1,1675,./2004/electric_1675.idf
22.5,15.5,-0.5,5.48333333333333,0.5,True,-1,1676,./2004/electric_1676.idf
21.5,15,-0.5,5.48333333333333,0.25,True,-1,1677,./2004/electric_1677.idf
22,15,-1.25,4.73333333333333,0.25,True,-1,1678,./2004/electric_1678.idf
21,15.5,-0.75,5.23333333333333,0,True,-1,1679,./2004/electric_1679.idf
-1,-1,-1,-1,-1,False,20,1680,./2004/electric_1680.idf
21.5,15.5,-0.25,5.73333333333333,0,True,-1,1681,./2004/electric_1681.idf
20.5,15,0,5.98333333333333,0.25,True,-1,1682,./2004/electric_1682.idf
21,16,-4.25,1.73333333333333,0,True,-1,1683,./2004/electric_1683.idf
21,16,-0.5,5.48333333333333,0.25,True,-1,1684,./2004/electric_1684.idf
21,15.5,-0.25,5.73333333333333,0,True,-1,1685,./2004/electric_1685.idf
21,15.5,-0.25,5.73333333333333,0.25,True,-1,1686,./2004/electric_1686.idf
-1,-1,-1,-1,-1,False,19,1687,./2004/electric_1687.idf
20.5,15,-0.5,5.48333333333333,0,True,-1,1688,./2004/electric_1688.idf
20.5,15.5,-1.5,4.48333333333333,0,True,-1,1689,./2004/electric_1689.idf
21.5,15,-0.75,5.23333333333333,0.25,True,-1,1690,./2004/electric_1690.idf
20.5,15,0,5.98333333333333,0,True,-1,1691,./2004/electric_1691.idf
20.5,16,0,5.98333333333333,0,True,-1,1692,./2004/electric_1692.idf
21.5,15.5,0,5.98333333333333,0,True,-1,1693,./2004/electric_1693.idf
20.5,15.5,-2,3.98333333333333,0.25,True,-1,1694,./2004/electric_1694.idf
20.5,15.5,-0.25,5.73333333333333,0.5,True,-1,1695,./2004/electric_1695.idf
20.5,16.5,-3.5,2.48333333333333,0.25,True,-1,1696,./2004/electric_1696.idf
20,15.5,-0.25,5.73333333333333,0,True,-1,1697,./2004/electric_1697.idf
-1,-1,-1,-1,-1,False,21,1698,./2004/electric_1698.idf
20.5,16.5,0,5.98333333333333,0.25,True,-1,1699,./2004/electric_1699.idf
21.5,15.5,-1,4.98333333333333,0.25,True,-1,1700,./2004/electric_1700.idf
21.5,16,-0.25,5.73333333333333,0.25,True,-1,1701,./2004/electric_1701.idf
21,15.5,-0.25,5.73333333333333,1,True,-1,1702,./2004/electric_1702.idf
-1,-1,-1,-1,-1,False,21.5,1703,./2004/electric_1703.idf
21.5,14.5,-1.75,4.23333333333333,0,True,-1,1704,./2004/electric_1704.idf
21.5,16,-3.75,2.23333333333333,0,True,-1,1705,./2004/electric_1705.idf
21,15.5,-0.75,5.23333333333333,0.25,True,-1,1706,./2004/electric_1706.idf
-1,-1,-1,-1,-1,False,20.5,1707,./2004/electric_1707.idf
21,15.5,-0.75,5.23333333333333,0,True,-1,1708,./2004/electric_1708.idf
21,15.5,-0.5,5.48333333333333,0,True,-1,1709,./2004/electric_1709.idf
-1,-1,-1,-1,-1,False,20,1710,./2004/electric_1710.idf
20.5,16,0,5.98333333333333,0.25,True,-1,1711,./2004/electric_1711.idf
21.5,16,-1.75,4.23333333333333,0.25,True,-1,1712,./2004/electric_1712.idf
21.5,16.5,-1.25,4.73333333333333,0.25,True,-1,1713,./2004/electric_1713.idf
21.5,15.5,-0.5,5.48333333333333,0,True,-1,1714,./2004/electric_1714.idf
20,15.5,-0.75,5.23333333333333,0.5,True,-1,1715,./2004/electric_1715.idf
20,15.5,-2.5,3.48333333333333,0.25,True,-1,1716,./2004/electric_1716.idf
21.5,16.5,-0.75,5.23333333333333,0,True,-1,1717,./2004/electric_1717.idf
20.5,15.5,0,5.98333333333333,0.75,True,-1,1718,./2004/electric_1718.idf
-1,-1,-1,-1,-1,False,20,1719,./2004/electric_1719.idf
21,16,-2.5,3.48333333333333,0.75,True,-1,1720,./2004/electric_1720.idf
21.5,15.5,-0.5,5.48333333333333,0,True,-1,1721,./2004/electric_1721.idf
22.5,16,-0.25,5.73333333333333,0,True,-1,1722,./2004/electric_1722.idf
-1,-1,-1,-1,-1,False,24,1723,./2004/electric_1723.idf
-1,-1,-1,-1,-1,False,20.5,1724,./2004/electric_1724.idf
21.5,15.5,-0.25,5.73333333333333,0,True,-1,1725,./2004/electric_1725.idf
21,15.5,0,5.98333333333333,0.25,True,-1,1726,./2004/electric_1726.idf
21,15.5,0,5.98333333333333,0.5,True,-1,1727,./2004/electric_1727.idf
21.5,15.5,-0.5,5.48333333333333,1.25,True,-1,1728,./2004/electric_1728.idf
-1,-1,-1,-1,-1,False,22.5,1729,./2004/electric_1729.idf
21,15.5,-1.5,4.48333333333333,0.25,True,-1,1730,./2004/electric_1730.idf
20.5,15.5,-0.5,5.48333333333333,0,True,-1,1731,./2004/electric_1731.idf
21,15.5,0,5.98333333333333,0.5,True,-1,1732,./2004/electric_1732.idf
-1,-1,-1,-1,-1,False,23.5,1733,./2004/electric_1733.idf
-1,-1,-1,-1,-1,False,21.5,1734,./2004/electric_1734.idf
-1,-1,-1,-1,-1,False,20.5,1735,./2004/electric_1735.idf
21.5,15.5,-1,4.98333333333333,0,True,-1,1736,./2004/electric_1736.idf
20.5,14.5,-1.25,4.73333333333333,0,True,-1,1737,./2004/electric_1737.idf
21.5,15.5,-0.25,5.73333333333333,0.25,True,-1,1738,./2004/electric_1738.idf
21.5,15.5,0,5.98333333333333,1.25,True,-1,1739,./2004/electric_1739.idf
21,15.5,0,5.98333333333333,0,True,-1,1740,./2004/electric_1740.idf
20,15,0,5.98333333333333,0,True,-1,1741,./2004/electric_1741.idf
-1,-1,-1,-1,-1,False,21.5,1742,./2004/electric_1742.idf
20.5,16.5,0,5.98333333333333,0,True,-1,1743,./2004/electric_1743.idf
-1,-1,-1,-1,-1,False,18.5,1744,./2004/electric_1744.idf
21.5,15.5,0,5.98333333333333,0,True,-1,1745,./2004/electric_1745.idf
21.5,16,-1.75,4.23333333333333,2.5,True,-1,1746,./2004/electric_1746.idf
21.5,16.5,-0.25,5.73333333333333,0.5,True,-1,1747,./2004/electric_1747.idf
21,15,0,5.98333333333333,0,True,-1,1748,./2004/electric_1748.idf
21.5,16,-0.5,5.48333333333333,0,True,-1,1749,./2004/electric_1749.idf
21,15.5,-0.75,5.23333333333333,0,True,-1,1750,./2004/electric_1750.idf
-1,-1,-1,-1,-1,False,21.5,1751,./2004/electric_1751.idf
21,15,-4.75,1.23333333333333,0,True,-1,1752,./2004/electric_1752.idf
21,16,0,5.98333333333333,0.25,True,-1,1753,./2004/electric_1753.idf
-1,-1,-1,-1,-1,False,21,1754,./2004/electric_1754.idf
21,14,0,5.98333333333333,0.25,True,-1,1755,./2004/electric_1755.idf
19.5,14.5,-0.75,5.23333333333333,0,True,-1,1756,./2004/electric_1756.idf
21.5,16,-2.5,3.48333333333333,0,True,-1,1757,./2004/electric_1757.idf
20.5,15,0,5.98333333333333,0,True,-1,1758,./2004/electric_1758.idf
-1,-1,-1,-1,-1,False,22,1759,./2004/electric_1759.idf
21.5,16,-1.75,4.23333333333333,0.25,True,-1,1760,./2004/electric_1760.idf
21,15.5,-0.75,5.23333333333333,1,True,-1,1761,./2004/electric_1761.idf
-1,-1,-1,-1,-1,False,23.5,1762,./2004/electric_1762.idf
21,14.5,-0.75,5.23333333333333,0.5,True,-1,1763,./2004/electric_1763.idf
21,15.5,-0.5,5.48333333333333,0,True,-1,1764,./2004/electric_1764.idf
20.5,15.5,-0.25,5.73333333333333,0.25,True,-1,1765,./2004/electric_1765.idf
22,15.5,-1.5,4.48333333333333,0.5,True,-1,1766,./2004/electric_1766.idf
21,15,-0.75,5.23333333333333,0.25,True,-1,1767,./2004/electric_1767.idf
21,15,-1,4.98333333333333,0.25,True,-1,1768,./2004/electric_1768.idf
-1,-1,-1,-1,-1,False,19,1769,./2004/electric_1769.idf
-1,-1,-1,-1,-1,False,22,1770,./2004/electric_1770.idf
22,15.5,-1.5,4.48333333333333,0.25,True,-1,1771,./2004/electric_1771.idf
20.5,16.5,-0.25,5.73333333333333,0,True,-1,1772,./2004/electric_1772.idf
20,16,-4.25,1.73333333333333,1.5,True,-1,1773,./2004/electric_1773.idf
20.5,15.5,-0.25,5.73333333333333,0.75,True,-1,1774,./2004/electric_1774.idf
21.5,16,0,5.98333333333333,0.5,True,-1,1775,./2004/electric_1775.idf
20.5,15,-1.25,4.73333333333333,0.25,True,-1,1776,./2004/electric_1776.idf
-1,-1,-1,-1,-1,False,20.5,1777,./2004/electric_1777.idf
21,15,0,5.98333333333333,0,True,-1,1778,./2004/electric_1778.idf
21.5,15,-5,0.983333333333333,0,True,-1,1779,./2004/electric_1779.idf
21,16,0,5.98333333333333,0,True,-1,1780,./2004/electric_1780.idf
20,15.5,-0.75,5.23333333333333,0,True,-1,1781,./2004/electric_1781.idf
20.5,16,0,5.98333333333333,0,True,-1,1782,./2004/electric_1782.idf
21.5,15.5,0,5.98333333333333,0.25,True,-1,1783,./2004/electric_1783.idf
-1,-1,-1,-1,-1,False,22,1784,./2004/electric_1784.idf
-1,-1,-1,-1,-1,False,21,1785,./2004/electric_1785.idf
-1,-1,-1,-1,-1,False,22.5,1786,./2004/electric_1786.idf
20,16,0,5.98333333333333,0,True,-1,1787,./2004/electric_1787.idf
-1,-1,-1,-1,-1,False,21,1788,./2004/electric_1788.idf
21,15,-2,3.98333333333333,0.5,True,-1,1789,./2004/electric_1789.idf
19.5,16,-1.25,4.73333333333333,0,True,-1,1790,./2004/electric_1790.idf
21,15.5,-1,4.98333333333333,0,True,-1,1791,./2004/electric_1791.idf
21.5,15.5,0,5.98333333333333,1.25,True,-1,1792,./2004/electric_1792.idf
20,16,-0.75,5.23333333333333,0,True,-1,1793,./2004/electric_1793.idf
20.5,15,-0.5,5.48333333333333,0,True,-1,1794,./2004/electric_1794.idf
20.5,15.5,-0.5,5.48333333333333,0.25,True,-1,1795,./2004/electric_1795.idf
21.5,16,-0.25,5.73333333333333,0.5,True,-1,1796,./2004/electric_1796.idf
20,15,-1.25,4.73333333333333,0.75,True,-1,1797,./2004/electric_1797.idf
20.5,15.5,0,5.98333333333333,0,True,-1,1798,./2004/electric_1798.idf
21,15.5,-0.5,5.48333333333333,0.25,True,-1,1799,./2004/electric_1799.idf
22.5,15.5,-1,4.98333333333333,0.5,True,-1,1800,./2004/electric_1800.idf
22,15.5,0,5.98333333333333,0,True,-1,1801,./2004/electric_1801.idf
21,15.5,-1.75,4.23333333333333,0,True,-1,1802,./2004/electric_1802.idf
-1,-1,-1,-1,-1,False,19,1803,./2004/electric_1803.idf
-1,-1,-1,-1,-1,False,20.5,1804,./2004/electric_1804.idf
21.5,16.5,-0.75,5.23333333333333,0.25,True,-1,1805,./2004/electric_1805.idf
20.5,16,0,5.98333333333333,0,True,-1,1806,./2004/electric_1806.idf
-1,-1,-1,-1,-1,False,20.5,1807,./2004/electric_1807.idf
21.5,15.5,-0.25,5.73333333333333,0.25,True,-1,1808,./2004/electric_1808.idf
-1,-1,-1,-1,-1,False,22,1809,./2004/electric_1809.idf
21.5,15.5,0,5.98333333333333,0,True,-1,1810,./2004/electric_1810.idf
-1,-1,-1,-1,-1,False,22,1811,./2004/electric_1811.idf
21.5,15.5,-1,4.98333333333333,0.5,True,-1,1812,./2004/electric_1812.idf
-1,-1,-1,-1,-1,False,23.5,1813,./2004/electric_1813.idf
21.5,15.5,0,5.98333333333333,0.25,True,-1,1814,./2004/electric_1814.idf
20,15.5,-1.5,4.48333333333333,0.25,True,-1,1815,./2004/electric_1815.idf
21,15.5,0,5.98333333333333,0,True,-1,1816,./2004/electric_1816.idf
-1,-1,-1,-1,-1,False,20,1817,./2004/electric_1817.idf
21,15.5,-1.5,4.48333333333333,0.5,True,-1,1818,./2004/electric_1818.idf
22,15,-0.75,5.23333333333333,0.25,True,-1,1819,./2004/electric_1819.idf
21.5,16,0,5.98333333333333,0,True,-1,1820,./2004/electric_1820.idf
20.5,16,-3,2.98333333333333,2,True,-1,1821,./2004/electric_1821.idf
20.5,15.5,-0.75,5.23333333333333,0.5,True,-1,1822,./2004/electric_1822.idf
-1,-1,-1,-1,-1,False,19,1823,./2004/electric_1823.idf
21.5,15.5,-3.25,2.73333333333333,0,True,-1,1824,./2004/electric_1824.idf
20.5,15,-0.75,5.23333333333333,0.5,True,-1,1825,./2004/electric_1825.idf
21.5,16,-1,4.98333333333333,0,True,-1,1826,./2004/electric_1826.idf
21.5,15.5,-0.75,5.23333333333333,0,True,-1,1827,./2004/electric_1827.idf
21.5,16,-2.25,3.73333333333333,0,True,-1,1828,./2004/electric_1828.idf
21.5,15.5,0,5.98333333333333,0.25,True,-1,1829,./2004/electric_1829.idf
-1,-1,-1,-1,-1,False,20.5,1830,./2004/electric_1830.idf
22,16,0,5.98333333333333,0,True,-1,1831,./2004/electric_1831.idf
20,16.5,0,5.98333333333333,2.25,True,-1,1832,./2004/electric_1832.idf
21,15,-1.5,4.48333333333333,0.25,True,-1,1833,./2004/electric_1833.idf
-1,-1,-1,-1,-1,False,21,1834,./2004/electric_1834.idf
21.5,15,-1.25,4.73333333333333,0,True,-1,1835,./2004/electric_1835.idf
21.5,15.5,-0.75,5.23333333333333,1,True,-1,1836,./2004/electric_1836.idf
21,15,0,5.98333333333333,0.25,True,-1,1837,./2004/electric_1837.idf
22,15,-1.5,4.48333333333333,0,True,-1,1838,./2004/electric_1838.idf
20.5,15.5,-1.5,4.48333333333333,0.25,True,-1,1839,./2004/electric_1839.idf
-1,-1,-1,-1,-1,False,21.5,1840,./2004/electric_1840.idf
21,14.5,-2.75,3.23333333333333,0,True,-1,1841,./2004/electric_1841.idf
21,16,0,5.98333333333333,0,True,-1,1842,./2004/electric_1842.idf
21,15.5,-0.25,5.73333333333333,0,True,-1,1843,./2004/electric_1843.idf
-1,-1,-1,-1,-1,False,19,1844,./2004/electric_1844.idf
-1,-1,-1,-1,-1,False,23,1845,./2004/electric_1845.idf
21.5,15,-2,3.98333333333333,0,True,-1,1846,./2004/electric_1846.idf
-1,-1,-1,-1,-1,False,23,1847,./2004/electric_1847.idf
21,15,-1.5,4.48333333333333,0,True,-1,1848,./2004/electric_1848.idf
20.5,15.5,-3.25,2.73333333333333,0,True,-1,1849,./2004/electric_1849.idf
-1,-1,-1,-1,-1,False,23,1850,./2004/electric_1850.idf
-1,-1,-1,-1,-1,False,22.5,1851,./2004/electric_1851.idf
20.5,15.5,-1.25,4.73333333333333,0.25,True,-1,1852,./2004/electric_1852.idf
21.5,15.5,-1,4.98333333333333,0,True,-1,1853,./2004/electric_1853.idf
21,16,-1,4.98333333333333,0,True,-1,1854,./2004/electric_1854.idf
21,16,-4.25,1.73333333333333,0.5,True,-1,1855,./2004/electric_1855.idf
21.5,15,-0.25,5.73333333333333,0,True,-1,1856,./2004/electric_1856.idf
21.5,14.5,-2.75,3.23333333333333,0,True,-1,1857,./2004/electric_1857.idf
-1,-1,-1,-1,-1,False,21,1858,./2004/electric_1858.idf
-1,-1,-1,-1,-1,False,21.5,1859,./2004/electric_1859.idf
-1,-1,-1,-1,-1,False,22,1860,./2004/electric_1860.idf
21.5,15.5,-2.5,3.48333333333333,0.25,True,-1,1861,./2004/electric_1861.idf
21,16,-1.75,4.23333333333333,0,True,-1,1862,./2004/electric_1862.idf
21.5,15.5,-0.25,5.73333333333333,0,True,-1,1863,./2004/electric_1863.idf
21.5,15.5,-1.25,4.73333333333333,0.5,True,-1,1864,./2004/electric_1864.idf
20,16,-0.5,5.48333333333333,0,True,-1,1865,./2004/electric_1865.idf
21,16,0,5.98333333333333,0,True,-1,1866,./2004/electric_1866.idf
